ProteinA,ProteinB,Label
protein1238,protein623,0
protein1806,protein2609,0
protein85,protein2105,0
protein460,protein2108,0
protein773,protein709,0
protein154,protein1469,0
protein2282,protein416,0
protein1325,protein285,0
protein2364,protein138,0
protein204,protein983,0
protein2105,protein648,0
protein2272,protein2403,0
protein461,protein1746,0
protein618,protein2362,0
protein222,protein2087,0
protein1489,protein2236,0
protein1489,protein2334,0
protein879,protein1361,0
protein302,protein596,0
protein2105,protein2688,0
protein521,protein1200,0
protein1947,protein1479,0
protein1074,protein160,0
protein75,protein1859,0
protein156,protein1479,0
protein983,protein1860,0
protein155,protein154,0
protein1919,protein4,0
protein1066,protein628,0
protein2100,protein2108,0
protein2394,protein302,0
protein1200,protein2486,0
protein1875,protein2169,0
protein2236,protein2600,0
protein948,protein2105,0
protein2394,protein485,0
protein757,protein1997,0
protein2105,protein1947,0
protein293,protein2149,0
protein1560,protein304,0
protein1322,protein1125,0
protein1570,protein793,0
protein1185,protein2126,0
protein496,protein1243,0
protein264,protein2288,0
protein1122,protein2635,0
protein1068,protein2370,0
protein1391,protein1875,0
protein838,protein2742,0
protein2219,protein2154,0
protein204,protein1806,0
protein1356,protein1951,0
protein2322,protein1642,0
protein1068,protein1960,0
protein281,protein1150,0
protein1161,protein2326,0
protein2505,protein1028,0
protein977,protein2826,0
protein878,protein1997,0
protein826,protein1806,0
protein1489,protein234,0
protein681,protein756,0
protein222,protein843,0
protein4,protein2469,0
protein1836,protein2333,0
protein878,protein659,0
protein1247,protein2308,0
protein984,protein1286,0
protein1411,protein1746,0
protein892,protein214,0
protein2169,protein826,0
protein416,protein2354,0
protein155,protein793,0
protein1828,protein2486,0
protein2082,protein1642,0
protein2502,protein2333,0
protein756,protein2347,0
protein2370,protein2308,0
protein977,protein1285,0
protein1746,protein362,0
protein1025,protein160,0
protein718,protein1156,0
protein2507,protein648,0
protein795,protein1281,0
protein1844,protein75,0
protein224,protein757,0
protein149,protein2387,0
protein96,protein2082,0
protein907,protein1944,0
protein916,protein1391,0
protein2629,protein285,0
protein2635,protein304,0
protein795,protein977,0
protein1070,protein1992,0
protein2507,protein2693,0
protein383,protein2227,0
protein610,protein2227,0
protein302,protein2303,0
protein569,protein514,0
protein1852,protein2154,0
protein2396,protein826,0
protein2325,protein1852,0
protein2678,protein2325,0
protein1185,protein1070,0
protein1068,protein1852,0
protein290,protein285,0
protein1283,protein736,0
protein1947,protein948,0
protein2394,protein1941,0
protein2025,protein1281,0
protein2396,protein2362,0
protein304,protein1870,0
protein1039,protein623,0
protein188,protein2631,0
protein1687,protein1200,0
protein2829,protein1247,0
protein2635,protein2085,0
protein796,protein1322,0
protein1433,protein1650,0
protein977,protein2482,0
protein2217,protein2082,0
protein2359,protein2817,0
protein383,protein2347,0
protein610,protein678,0
protein709,protein293,0
protein2707,protein826,0
protein1875,protein2111,0
protein897,protein1125,0
protein224,protein840,0
protein85,protein1037,0
protein477,protein836,0
protein1560,protein2635,0
protein849,protein629,0
protein628,protein1859,0
protein188,protein1560,0
protein2788,protein1799,0
protein2364,protein951,0
protein2001,protein1068,0
protein1323,protein892,0
protein2502,protein2397,0
protein1322,protein1875,0
protein2724,protein1806,0
protein1573,protein342,0
protein2341,protein1221,0
protein8,protein517,0
protein214,protein160,0
protein878,protein2769,0
protein736,protein1838,0
protein2258,protein778,0
protein892,protein1687,0
protein342,protein648,0
protein2322,protein235,0
protein1495,protein2001,0
protein915,protein1283,0
protein1941,protein736,0
protein2362,protein778,0
protein145,protein2126,0
protein2600,protein1615,0
protein1238,protein2609,0
protein2149,protein885,0
protein516,protein1469,0
protein1185,protein2274,0
protein885,protein2195,0
protein214,protein2688,0
protein2272,protein2529,0
protein2742,protein1754,0
protein2500,protein2600,0
protein2688,protein1565,0
protein2119,protein1156,0
protein170,protein4,0
protein895,protein2227,0
protein2303,protein826,0
protein2679,protein2466,0
protein2635,protein2352,0
protein897,protein836,0
protein2082,protein2303,0
protein1859,protein2050,0
protein648,protein2314,0
protein204,protein458,0
protein849,protein2635,0
protein681,protein584,0
protein703,protein2352,0
protein2724,protein2082,0
protein579,protein1066,0
protein1243,protein1995,0
protein222,protein1396,0
protein222,protein478,0
protein2486,protein2126,0
protein529,protein1025,0
protein1200,protein2707,0
protein1992,protein1322,0
protein2812,protein145,0
protein111,protein2308,0
protein2108,protein569,0
protein629,protein2217,0
protein2149,protein1951,0
protein2636,protein2195,0
protein1238,protein1960,0
protein2105,protein1042,0
protein895,protein929,0
protein235,protein1042,0
protein980,protein1754,0
protein2195,protein1356,0
protein2817,protein8,0
protein1236,protein2236,0
protein2119,protein1185,0
protein2469,protein1573,0
protein155,protein1411,0
protein584,protein1396,0
protein878,protein1970,0
protein1774,protein214,0
protein648,protein2236,0
protein138,protein1051,0
protein2288,protein1114,0
protein2307,protein2333,0
protein987,protein529,0
protein89,protein984,0
protein2359,protein293,0
protein987,protein8,0
protein2236,protein2446,0
protein2629,protein735,0
protein383,protein647,0
protein843,protein2826,0
protein2426,protein983,0
protein718,protein1316,0
protein1852,protein188,0
protein2050,protein1570,0
protein1150,protein155,0
protein2174,protein1194,0
protein2693,protein2507,0
protein89,protein2662,0
protein2759,protein2149,0
protein2459,protein878,0
protein907,protein885,0
protein2219,protein514,0
protein778,protein1156,0
protein1257,protein1875,0
protein160,protein2817,0
protein2333,protein977,0
protein2387,protein485,0
protein2050,protein2631,0
protein849,protein1286,0
protein145,protein1997,0
protein1838,protein2693,0
protein1944,protein778,0
protein628,protein703,0
protein2753,protein2236,0
protein2459,protein2174,0
protein2255,protein688,0
protein1995,protein895,0
protein2303,protein1960,0
protein2255,protein2105,0
protein204,protein2387,0
protein2219,protein395,0
protein1074,protein1650,0
protein160,protein1941,0
protein1960,protein246,0
protein1995,protein304,0
protein1650,protein678,0
protein1074,protein2662,0
protein2394,protein293,0
protein895,protein1870,0
protein2001,protein1323,0
protein1257,protein2364,0
protein951,protein485,0
protein948,protein1479,0
protein2679,protein622,0
protein2502,protein1411,0
protein907,protein246,0
protein2459,protein2482,0
protein1285,protein1025,0
protein2653,protein1861,0
protein2255,protein1844,0
protein709,protein849,0
protein1274,protein183,0
protein2831,protein234,0
protein302,protein2502,0
protein485,protein1236,0
protein2829,protein757,0
protein2050,protein1774,0
protein2446,protein678,0
protein359,protein1789,0
protein2716,protein96,0
protein2724,protein2396,0
protein1829,protein773,0
protein1828,protein2392,0
protein2360,protein1944,0
protein2001,protein276,0
protein1281,protein668,0
protein892,protein1361,0
protein1479,protein8,0
protein2195,protein1114,0
protein659,protein1037,0
protein1921,protein1829,0
protein2482,protein1159,0
protein1754,protein2635,0
protein2431,protein1197,0
protein1281,protein2272,0
protein211,protein948,0
protein1588,protein709,0
protein2635,protein2742,0
protein1754,protein276,0
protein1970,protein1615,0
protein1183,protein628,0
protein2334,protein1247,0
protein1947,protein1875,0
protein2050,protein2387,0
protein285,protein944,0
protein426,protein2149,0
protein709,protein885,0
protein1356,protein618,0
protein2149,protein2359,0
protein302,protein756,0
protein2392,protein264,0
protein8,protein983,0
protein569,protein1560,0
protein896,protein2341,0
protein2829,protein2303,0
protein897,protein678,0
protein1070,protein1838,0
protein757,protein1156,0
protein2362,protein395,0
protein1838,protein2392,0
protein478,protein149,0
protein2529,protein1316,0
protein2362,protein214,0
protein977,protein1114,0
protein2716,protein2154,0
protein1511,protein895,0
protein1234,protein1970,0
protein1838,protein948,0
protein1286,protein1501,0
protein584,protein145,0
protein980,protein948,0
protein2418,protein681,0
protein2050,protein736,0
protein517,protein773,0
protein190,protein2334,0
protein1650,protein211,0
protein2347,protein2812,0
protein805,protein190,0
protein2812,protein1870,0
protein2236,protein2307,0
protein569,protein907,0
protein916,protein2817,0
protein224,protein2082,0
protein2354,protein2100,0
protein1391,protein1570,0
protein1361,protein1944,0
protein1070,protein516,0
protein668,protein235,0
protein2507,protein1391,0
protein907,protein778,0
protein426,protein460,0
protein735,protein145,0
protein1745,protein1047,0
protein984,protein8,0
protein517,protein478,0
protein756,protein799,0
protein2085,protein2705,0
protein2724,protein2352,0
protein1411,protein1970,0
protein138,protein1316,0
protein2219,protein222,0
protein426,protein2262,0
protein2282,protein2446,0
protein2347,protein907,0
protein703,protein460,0
protein2678,protein2307,0
protein2469,protein1535,0
protein1028,protein1565,0
protein951,protein987,0
protein895,protein1806,0
protein461,protein2753,0
protein359,protein2502,0
protein767,protein1687,0
protein767,protein2149,0
protein596,protein214,0
protein2307,protein496,0
protein138,protein145,0
protein1951,protein778,0
protein1615,protein1746,0
protein923,protein579,0
protein2507,protein1037,0
protein1322,protein1194,0
protein359,protein1970,0
protein1145,protein813,0
protein2662,protein2769,0
protein984,protein383,0
protein778,protein211,0
protein521,protein416,0
protein2397,protein2469,0
protein1037,protein2500,0
protein1286,protein1746,0
protein895,protein319,0
protein944,protein1221,0
protein1197,protein514,0
protein214,protein622,0
protein264,protein1323,0
protein838,protein2678,0
protein1070,protein1281,0
protein2635,protein2609,0
protein1650,protein944,0
protein977,protein514,0
protein2334,protein2108,0
protein1836,protein1285,0
protein395,protein2635,0
protein75,protein1037,0
protein1806,protein359,0
protein2516,protein994,0
protein1028,protein2446,0
protein2516,protein224,0
protein1535,protein290,0
protein1074,protein2505,0
protein736,protein2001,0
protein1112,protein2817,0
protein2303,protein1285,0
protein1396,protein362,0
protein596,protein2397,0
protein757,protein885,0
protein383,protein2600,0
protein681,protein1861,0
protein778,protein1274,0
protein461,protein1489,0
protein1495,protein1565,0
protein596,protein915,0
protein2688,protein2431,0
protein2502,protein718,0
protein304,protein477,0
protein659,protein1283,0
protein1454,protein2325,0
protein659,protein1692,0
protein1286,protein1944,0
protein793,protein1361,0
protein2629,protein246,0
protein984,protein736,0
protein183,protein2469,0
protein1234,protein610,0
protein1970,protein1391,0
protein895,protein1322,0
protein1322,protein2482,0
protein1870,protein1489,0
protein2753,protein2431,0
protein736,protein1361,0
protein1185,protein1469,0
protein1112,protein160,0
protein190,protein1257,0
protein2812,protein2469,0
protein2364,protein234,0
protein1323,protein2693,0
protein1433,protein864,0
protein2085,protein2219,0
protein293,protein234,0
protein211,protein2724,0
protein2636,protein2705,0
protein1361,protein826,0
protein849,protein145,0
protein1323,protein1919,0
protein156,protein618,0
protein1861,protein395,0
protein2195,protein830,0
protein2370,protein516,0
protein2486,protein2195,0
protein2600,protein569,0
protein1221,protein1535,0
protein2831,protein1573,0
protein246,protein1861,0
protein2486,protein458,0
protein1859,protein1433,0
protein156,protein1997,0
protein2326,protein2360,0
protein1919,protein1573,0
protein1028,protein579,0
protein414,protein2314,0
protein2119,protein1836,0
protein293,protein2325,0
protein907,protein529,0
protein2341,protein1156,0
protein569,protein264,0
protein477,protein1995,0
protein628,protein2217,0
protein1024,protein2272,0
protein1074,protein2352,0
protein1919,protein188,0
protein2788,protein2459,0
protein849,protein1028,0
protein840,protein2025,0
protein1560,protein1025,0
protein2169,protein1323,0
protein2154,protein2303,0
protein756,protein1070,0
protein359,protein2629,0
protein395,protein1197,0
protein1852,protein276,0
protein1797,protein2769,0
protein416,protein1495,0
protein342,protein2274,0
protein1247,protein767,0
protein1393,protein1745,0
protein1236,protein1221,0
protein892,protein1615,0
protein892,protein2105,0
protein2274,protein517,0
protein2087,protein2217,0
protein2087,protein485,0
protein1433,protein214,0
protein1828,protein478,0
protein1286,protein2631,0
protein222,protein1995,0
protein1495,protein1860,0
protein2705,protein246,0
protein2688,protein1285,0
protein2001,protein2108,0
protein1285,protein1238,0
protein805,protein2352,0
protein1573,protein1642,0
protein383,protein2831,0
protein2050,protein653,0
protein2693,protein778,0
protein2105,protein1852,0
protein1281,protein1746,0
protein1829,protein1316,0
protein342,protein994,0
protein864,protein1860,0
protein929,protein2653,0
protein735,protein2258,0
protein1947,protein849,0
protein1283,protein1156,0
protein767,protein2396,0
protein2679,protein1560,0
protein1995,protein1114,0
protein1068,protein826,0
protein2126,protein85,0
protein2397,protein879,0
protein718,protein1828,0
protein843,protein1162,0
protein496,protein2486,0
protein2255,protein2195,0
protein1861,protein2500,0
protein2236,protein496,0
protein2446,protein2341,0
protein395,protein2282,0
protein1573,protein2788,0
protein156,protein1200,0
protein75,protein1114,0
protein864,protein302,0
protein1074,protein1066,0
protein460,protein461,0
protein1238,protein2249,0
protein1159,protein994,0
protein2829,protein160,0
protein1642,protein149,0
protein478,protein2609,0
protein190,protein1828,0
protein951,protein793,0
protein2418,protein2482,0
protein285,protein623,0
protein1200,protein1844,0
protein516,protein678,0
protein85,protein1860,0
protein383,protein1257,0
protein805,protein2325,0
protein2600,protein1746,0
protein1650,protein1433,0
protein1836,protein1257,0
protein2831,protein1039,0
protein878,protein2333,0
protein1573,protein2333,0
protein1122,protein1642,0
protein2459,protein138,0
protein1997,protein1828,0
protein2227,protein2529,0
protein1068,protein2403,0
protein1145,protein2282,0
protein1501,protein2516,0
protein718,protein1238,0
protein75,protein2759,0
protein2486,protein89,0
protein1051,protein2387,0
protein915,protein2707,0
protein1114,protein1501,0
protein156,protein2394,0
protein1393,protein138,0
protein1501,protein915,0
protein622,protein2169,0
protein75,protein1028,0
protein2653,protein190,0
protein1642,protein1145,0
protein276,protein757,0
protein395,protein1535,0
protein2769,protein1836,0
protein414,protein1234,0
protein383,protein2303,0
protein1125,protein2817,0
protein1919,protein2826,0
protein709,protein1951,0
protein2662,protein1122,0
protein1479,protein1642,0
protein2631,protein596,0
protein1122,protein2653,0
protein264,protein2111,0
protein2757,protein1391,0
protein1070,protein2466,0
protein1145,protein2169,0
protein805,protein1875,0
protein8,protein1283,0
protein1489,protein2111,0
protein929,protein458,0
protein264,protein1861,0
protein477,protein2609,0
protein1286,protein2507,0
protein2325,protein569,0
protein944,protein1745,0
protein302,protein2609,0
protein2087,protein659,0
protein2236,protein281,0
protein659,protein688,0
protein2333,protein264,0
protein111,protein149,0
protein1941,protein1325,0
protein2757,protein1870,0
protein2087,protein2354,0
protein879,protein2119,0
protein426,protein897,0
protein1859,protein2370,0
protein569,protein2829,0
protein2505,protein187,0
protein757,protein2505,0
protein1650,protein155,0
protein2636,protein1836,0
protein994,protein2352,0
protein795,protein222,0
protein2831,protein383,0
protein629,protein840,0
protein477,protein2274,0
protein1829,protein1789,0
protein2255,protein1944,0
protein1489,protein1238,0
protein1861,protein1560,0
protein838,protein478,0
protein458,protein149,0
protein1484,protein1367,0
protein1114,protein2334,0
protein2025,protein460,0
protein2085,protein756,0
protein145,protein2119,0
protein977,protein2288,0
protein190,protein1283,0
protein2249,protein1316,0
protein362,protein2397,0
protein793,protein994,0
protein1941,protein622,0
protein2100,protein2769,0
protein2314,protein2631,0
protein290,protein478,0
protein1159,protein2753,0
protein2362,protein2082,0
protein2396,protein2693,0
protein1200,protein359,0
protein1200,protein2812,0
protein2025,protein2219,0
protein2769,protein2394,0
protein623,protein648,0
protein2326,protein1025,0
protein678,protein2195,0
protein1122,protein1037,0
protein154,protein2370,0
protein2826,protein718,0
protein342,protein1951,0
protein1789,protein458,0
protein2635,protein342,0
protein757,protein1150,0
protein1247,protein2716,0
protein2360,protein1125,0
protein2236,protein1162,0
protein1970,protein2217,0
protein757,protein2371,0
protein246,protein1361,0
protein1243,protein2227,0
protein2111,protein2446,0
protein96,protein2106,0
protein773,protein2678,0
protein2392,protein485,0
protein1746,protein2396,0
protein8,protein1535,0
protein2360,protein2288,0
protein188,protein111,0
protein2466,protein1257,0
protein1120,protein895,0
protein160,protein1042,0
protein1941,protein2636,0
protein640,protein1221,0
protein149,protein987,0
protein2486,protein2149,0
protein1238,protein757,0
protein2085,protein362,0
protein1037,protein1070,0
protein1774,protein2724,0
protein1162,protein895,0
protein1560,protein235,0
protein1236,protein1051,0
protein2236,protein2050,0
protein2308,protein1042,0
protein1960,protein2394,0
protein1361,protein1396,0
protein659,protein584,0
protein2629,protein2742,0
protein211,protein2707,0
protein1066,protein2111,0
protein1565,protein426,0
protein2635,protein2154,0
protein2341,protein2486,0
protein2013,protein2282,0
protein1037,protein149,0
protein980,protein840,0
protein1992,protein678,0
protein1070,protein1236,0
protein2371,protein265,0
protein1829,protein1469,0
protein426,protein2307,0
protein1992,protein951,0
protein838,protein517,0
protein864,protein2742,0
protein622,protein2486,0
protein156,protein2831,0
protein1323,protein1247,0
protein767,protein1194,0
protein1047,protein8,0
protein1039,protein2817,0
protein2303,protein1074,0
protein951,protein929,0
protein1288,protein2678,0
protein2326,protein111,0
protein2769,protein8,0
protein2362,protein2812,0
protein907,protein2303,0
protein8,protein2119,0
protein1042,protein2653,0
protein983,protein1285,0
protein1234,protein293,0
protein2482,protein2160,0
protein2636,protein2431,0
protein2403,protein2326,0
protein2600,protein1861,0
protein154,protein1197,0
protein736,protein1947,0
protein2631,protein1951,0
protein628,protein718,0
protein885,protein2082,0
protein1944,protein2831,0
protein1489,protein383,0
protein1281,protein2126,0
protein1325,protein1112,0
protein1687,protein1495,0
protein1068,protein290,0
protein948,protein204,0
protein1960,protein2507,0
protein1074,protein2466,0
protein1859,protein222,0
protein517,protein1565,0
protein1396,protein1960,0
protein947,protein2105,0
protein2154,protein1162,0
protein1806,protein2082,0
protein843,protein1120,0
protein916,protein994,0
protein2303,protein111,0
protein2082,protein2446,0
protein907,protein2757,0
protein2360,protein1454,0
protein629,protein2396,0
protein1479,protein1870,0
protein1484,protein2716,0
protein1283,protein1247,0
protein1573,protein302,0
protein290,protein2609,0
protein579,protein2154,0
protein1047,protein2001,0
protein622,protein1274,0
protein1114,protein681,0
protein2195,protein319,0
protein977,protein222,0
protein2486,protein2249,0
protein496,protein156,0
protein319,protein2742,0
protein2326,protein2154,0
protein1944,protein681,0
protein2236,protein2274,0
protein2609,protein709,0
protein149,protein1316,0
protein2446,protein2249,0
protein1042,protein1066,0
protein1828,protein1941,0
protein2169,protein2826,0
protein155,protein2272,0
protein907,protein1047,0
protein2403,protein718,0
protein85,protein2500,0
protein757,protein2333,0
protein2394,protein2105,0
protein2126,protein2105,0
protein805,protein416,0
protein1838,protein426,0
protein2387,protein1789,0
protein838,protein521,0
protein224,protein1221,0
protein2050,protein224,0
protein864,protein2392,0
protein1325,protein1642,0
protein1433,protein1615,0
protein2387,protein2629,0
protein1361,protein2314,0
protein929,protein736,0
protein276,protein111,0
protein2716,protein2314,0
protein516,protein1393,0
protein1042,protein1754,0
protein2500,protein618,0
protein362,protein1570,0
protein2705,protein1870,0
protein2307,protein2826,0
protein1799,protein2466,0
protein1037,protein840,0
protein304,protein222,0
protein1588,protein1859,0
protein1806,protein2629,0
protein2769,protein2753,0
protein756,protein529,0
protein516,protein579,0
protein224,protein2370,0
protein2505,protein514,0
protein1234,protein111,0
protein2757,protein2360,0
protein2362,protein1156,0
protein1156,protein2653,0
protein1274,protein2341,0
protein1992,protein2507,0
protein1114,protein214,0
protein1156,protein1243,0
protein2160,protein778,0
protein1356,protein2529,0
protein1028,protein2119,0
protein224,protein183,0
protein75,protein2333,0
protein709,protein2217,0
protein2071,protein2108,0
protein569,protein89,0
protein1396,protein1243,0
protein1047,protein994,0
protein2693,protein2678,0
protein838,protein2322,0
protein1997,protein1112,0
protein2693,protein1745,0
protein923,protein1484,0
protein709,protein2050,0
protein224,protein2360,0
protein1325,protein2149,0
protein1120,protein1501,0
protein89,protein1861,0
protein2482,protein395,0
protein579,protein1162,0
protein897,protein709,0
protein1861,protein2359,0
protein2716,protein2126,0
protein1838,protein290,0
protein1325,protein1995,0
protein2288,protein1361,0
protein584,protein477,0
protein2759,protein1356,0
protein1120,protein2817,0
protein744,protein584,0
protein2826,protein579,0
protein4,protein362,0
protein622,protein1197,0
protein1285,protein2693,0
protein2500,protein718,0
protein2025,protein89,0
protein1433,protein1454,0
protein1393,protein1565,0
protein718,protein778,0
protein1325,protein2629,0
protein1194,protein426,0
protein1285,protein2753,0
protein1236,protein736,0
protein735,protein1573,0
protein2653,protein2705,0
protein477,protein703,0
protein849,protein951,0
protein496,protein2688,0
protein138,protein2653,0
protein281,protein2105,0
protein2629,protein793,0
protein1960,protein1047,0
protein89,protein2303,0
protein2249,protein2469,0
protein1396,protein688,0
protein2227,protein514,0
protein149,protein1535,0
protein264,protein1037,0
protein1535,protein2387,0
protein1221,protein96,0
protein96,protein840,0
protein2446,protein96,0
protein138,protein647,0
protein744,protein1200,0
protein579,protein951,0
protein2217,protein1642,0
protein2500,protein2050,0
protein2394,protein878,0
protein416,protein1588,0
protein2757,protein1051,0
protein897,protein1941,0
protein2227,protein160,0
protein1286,protein416,0
protein813,protein878,0
protein2359,protein610,0
protein1325,protein1236,0
protein293,protein2757,0
protein1074,protein2249,0
protein4,protein2482,0
protein2364,protein285,0
protein426,protein688,0
protein1238,protein2403,0
protein155,protein1799,0
protein951,protein2217,0
protein628,protein2500,0
protein85,protein2516,0
protein235,protein1150,0
protein2352,protein89,0
protein1875,protein1145,0
protein395,protein2371,0
protein2446,protein2829,0
protein2174,protein2418,0
protein4,protein319,0
protein2359,protein2105,0
protein879,protein160,0
protein1687,protein89,0
protein1257,protein2249,0
protein1992,protein85,0
protein1570,protein1361,0
protein1844,protein2653,0
protein362,protein579,0
protein1325,protein757,0
protein2219,protein2001,0
protein2459,protein2370,0
protein1746,protein516,0
protein1565,protein2288,0
protein2258,protein1325,0
protein983,protein1156,0
protein85,protein2360,0
protein2160,protein1037,0
protein478,protein529,0
protein1875,protein1960,0
protein1411,protein2364,0
protein944,protein1433,0
protein2100,protein1159,0
protein951,protein2831,0
protein1411,protein688,0
protein2364,protein1051,0
protein2716,protein1145,0
protein2636,protein1875,0
protein618,protein2500,0
protein2631,protein830,0
protein1560,protein467,0
protein2111,protein1323,0
protein2482,protein984,0
protein2126,protein319,0
protein111,protein2364,0
protein8,protein1875,0
protein1754,protein2486,0
protein2753,protein864,0
protein1150,protein1859,0
protein2636,protein849,0
protein579,protein1068,0
protein1995,protein1025,0
protein2364,protein1829,0
protein1396,protein569,0
protein1828,protein878,0
protein2334,protein2826,0
protein849,protein892,0
protein980,protein2418,0
protein1194,protein2431,0
protein1774,protein2466,0
protein1411,protein983,0
protein155,protein1565,0
protein1838,protein2609,0
protein2392,protein183,0
protein1028,protein1746,0
protein1066,protein145,0
protein1995,protein416,0
protein2160,protein2364,0
protein1573,protein246,0
protein1200,protein2392,0
protein2396,protein2322,0
protein773,protein224,0
protein923,protein1396,0
protein1114,protein1243,0
protein1288,protein2082,0
protein1396,protein793,0
protein235,protein1838,0
protein1051,protein302,0
protein773,protein2362,0
protein2308,protein878,0
protein1484,protein610,0
protein1615,protein947,0
protein2025,protein2314,0
protein2688,protein1028,0
protein2403,protein2354,0
protein485,protein293,0
protein1150,protein1393,0
protein1074,protein629,0
protein2831,protein155,0
protein2459,protein1852,0
protein2502,protein1859,0
protein944,protein987,0
protein923,protein1745,0
protein596,protein1391,0
protein1288,protein864,0
protein2082,protein1454,0
protein1238,protein793,0
protein2507,protein688,0
protein362,protein1754,0
protein2459,protein458,0
protein736,protein2174,0
protein2325,protein2085,0
protein1281,protein2174,0
protein951,protein1283,0
protein1361,protein916,0
protein214,protein736,0
protein2360,protein864,0
protein1236,protein610,0
protein2258,protein1025,0
protein1746,protein1286,0
protein1356,protein1692,0
protein987,protein2082,0
protein1411,protein830,0
protein1501,protein1125,0
protein885,protein864,0
protein1221,protein907,0
protein89,protein623,0
protein2105,protein155,0
protein1489,protein1997,0
protein1806,protein1774,0
protein1112,protein1391,0
protein2326,protein1068,0
protein2788,protein2169,0
protein1828,protein1860,0
protein836,protein2396,0
protein984,protein460,0
protein2219,protein160,0
protein1588,protein2502,0
protein984,protein395,0
protein2609,protein1774,0
protein840,protein395,0
protein2217,protein895,0
protein2759,protein183,0
protein897,protein1535,0
protein2397,protein2662,0
protein648,protein1650,0
protein1288,protein2352,0
protein2662,protein885,0
protein2396,protein879,0
protein304,protein2507,0
protein304,protein840,0
protein1919,protein2359,0
protein2354,protein395,0
protein709,protein830,0
protein517,protein2693,0
protein2333,protein281,0
protein529,protein285,0
protein2108,protein678,0
protein2272,protein96,0
protein149,protein362,0
protein1325,protein1588,0
protein395,protein521,0
protein756,protein1288,0
protein276,protein773,0
protein1066,protein1145,0
protein460,protein1391,0
protein916,protein1037,0
protein2282,protein878,0
protein293,protein2600,0
protein2272,protein983,0
protein477,protein1615,0
protein1125,protein1194,0
protein342,protein2742,0
protein795,protein916,0
protein2724,protein2678,0
protein1274,protein2392,0
protein2505,protein579,0
protein1112,protein2325,0
protein1125,protein2272,0
protein1122,protein2753,0
protein1774,protein897,0
protein628,protein2255,0
protein1560,protein1992,0
protein892,protein2249,0
protein2217,protein2829,0
protein2502,protein2486,0
protein2322,protein2469,0
protein2288,protein1283,0
protein1588,protein2341,0
protein455,protein744,0
protein596,protein1281,0
protein2826,protein293,0
protein2174,protein1573,0
protein767,protein836,0
protein2169,protein1844,0
protein2195,protein359,0
protein923,protein458,0
protein795,protein1560,0
protein1274,protein1852,0
protein2716,protein2662,0
protein829,protein235,0
protein2371,protein1288,0
protein1145,protein2678,0
protein1185,protein622,0
protein2394,protein1393,0
protein1919,protein892,0
protein1070,protein1221,0
protein2100,protein414,0
protein1361,protein342,0
protein2466,protein1860,0
protein1860,protein1316,0
protein923,protein2105,0
protein285,protein778,0
protein757,protein795,0
protein514,protein1588,0
protein1789,protein2812,0
protein1316,protein1200,0
protein987,protein2085,0
protein1367,protein2169,0
protein596,protein2001,0
protein796,protein2469,0
protein2482,protein2600,0
protein1316,protein2459,0
protein145,protein154,0
protein1860,protein516,0
protein2119,protein2431,0
protein736,protein2446,0
protein1243,protein864,0
protein496,protein1565,0
protein2258,protein2505,0
protein892,protein1247,0
protein2154,protein805,0
protein188,protein2392,0
protein681,protein1234,0
protein1025,protein2631,0
protein2371,protein2431,0
protein2100,protein2354,0
protein2325,protein983,0
protein85,protein836,0
protein1859,protein1391,0
protein596,protein1573,0
protein1992,protein1860,0
protein1745,protein2354,0
protein2716,protein826,0
protein1852,protein1687,0
protein1489,protein521,0
protein1025,protein1247,0
protein1944,protein1194,0
protein1997,protein1844,0
protein1159,protein1995,0
protein1316,protein2326,0
protein2788,protein980,0
protein1047,protein929,0
protein2831,protein2812,0
protein2831,protein2100,0
protein96,protein2227,0
protein514,protein1951,0
protein951,protein2322,0
protein1754,protein1479,0
protein155,protein505,0
protein1411,protein85,0
protein1951,protein805,0
protein2788,protein304,0
protein773,protein1560,0
protein736,protein2396,0
protein1325,protein977,0
protein188,protein744,0
protein2154,protein659,0
protein145,protein2707,0
protein1285,protein916,0
protein596,protein521,0
protein795,protein718,0
protein1469,protein1454,0
protein830,protein2001,0
protein2629,protein2359,0
protein1806,protein1870,0
protein2362,protein2001,0
protein2662,protein1433,0
protein709,protein773,0
protein1970,protein2274,0
protein1122,protein1286,0
protein2352,protein2001,0
protein984,protein1852,0
protein1028,protein2392,0
protein1995,protein756,0
protein1047,protein2082,0
protein1074,protein1997,0
protein1861,protein211,0
protein1919,protein1860,0
protein478,protein1159,0
protein2111,protein2085,0
protein767,protein222,0
protein529,protein183,0
protein1997,protein359,0
protein1393,protein1806,0
protein1565,protein2631,0
protein1919,protein1746,0
protein1221,protein461,0
protein1051,protein1238,0
protein2371,protein383,0
protein1919,protein885,0
protein1197,protein2288,0
protein359,protein736,0
protein1221,protein610,0
protein2742,protein170,0
protein2364,protein1875,0
protein426,protein2087,0
protein2001,protein514,0
protein596,protein1238,0
protein1221,protein2105,0
protein426,protein1393,0
protein2082,protein1396,0
protein628,protein2249,0
protein2174,protein1120,0
protein1200,protein2653,0
protein1870,protein688,0
protein1799,protein838,0
protein145,protein659,0
protein2334,protein145,0
protein2087,protein1861,0
protein795,protein188,0
protein2347,protein2347,0
protein1806,protein1829,0
protein1150,protein1396,0
protein1745,protein767,0
protein1159,protein2502,0
protein1074,protein89,0
protein1286,protein648,0
